"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"3106200321","Alta Tensão 2ª Seção - Belo Horizonte (MG)","Total","Total","571","50","108","143","140","68","33","24","-","3","1","-","1","-","-"
"3106200322","das Indústrias I - Belo Horizonte (MG)","Total","Total","2948","444","702","747","604","270","114","38","17","4","4","2","2","-","-"
"3106200323","Pongelupe - Belo Horizonte (MG)","Total","Total","803","61","169","214","225","94","25","8","5","1","-","-","-","-","1"
"3106200324","Solar do Barreiro - Belo Horizonte (MG)","Total","Total","1524","202","479","410","274","98","42","11","3","2","1","-","1","-","1"
"3106200325","Corumbiara - Belo Horizonte (MG)","Total","Total","259","18","45","63","67","34","18","8","4","-","1","1","-","-","-"
"3106200326","Vila Ecológica - Belo Horizonte (MG)","Total","Total","464","49","69","106","110","68","38","16","2","4","-","1","-","-","1"
"3106200327","Distrito Industrial do Jatoba - Belo Horizonte (MG)","Total","Total","176","25","24","30","46","29","12","6","1","1","1","1","-","-","-"
"3106200328","Aguas Claras - Belo Horizonte (MG)","Total","Total","578","70","112","132","124","68","38","17","8","6","2","-","1","-","-"
"3106200329","Vitoria da Conquista - Belo Horizonte (MG)","Total","Total","342","37","70","78","77","44","21","7","4","2","2","-","-","-","-"
"3106200330","Vila Independencia 1ª Seção - Belo Horizonte (MG)","Total","Total","899","92","198","212","214","113","42","10","11","4","3","-","-","-","-"
"3106200331","Vila Independencia 2ª Seção - Belo Horizonte (MG)","Total","Total","277","31","62","49","54","48","20","8","2","1","1","1","-","-","-"
"3106200332","Vila independencia 3ª Seção - Belo Horizonte (MG)","Total","Total","106","14","20","29","13","16","7","5","1","1","-","-","-","-","-"
"3106200333","Independência - Belo Horizonte (MG)","Total","Total","2543","312","521","649","607","277","95","51","15","4","8","1","1","1","1"
"3106200334","Mineirão - Belo Horizonte (MG)","Total","Total","1281","114","271","364","319","133","49","19","5","2","-","2","1","1","1"
"3106200335","Vila Mangueiras - Belo Horizonte (MG)","Total","Total","549","62","110","129","115","70","37","17","4","2","1","1","1","-","-"
"3106200336","Mangueiras - Belo Horizonte (MG)","Total","Total","1069","111","226","301","258","114","37","10","5","6","-","-","1","-","-"
"3106200337","Petropolis - Belo Horizonte (MG)","Total","Total","636","57","120","160","187","70","30","10","1","-","1","-","-","-","-"
"3106200338","Vila Petropolis - Belo Horizonte (MG)","Total","Total","96","18","22","18","18","12","6","2","-","-","-","-","-","-","-"
"3106200339","Santa Rita - Belo Horizonte (MG)","Total","Total","780","70","149","195","180","87","47","30","14","4","3","-","1","-","-"
"3106200340","Ernesto Nascimento - Belo Horizonte (MG)","Total","Total","597","26","98","166","180","83","31","7","4","-","2","-","-","-","-"
"3106200341","Vale do Jatoba - Belo Horizonte (MG)","Total","Total","2426","304","505","571","590","241","118","58","22","11","3","2","-","-","1"
"3106200342","Jardim do Vale - Belo Horizonte (MG)","Total","Total","296","26","43","63","78","43","24","12","4","2","-","1","-","-","-"
"3106200343","Conjunto Jatoba - Belo Horizonte (MG)","Total","Total","1066","126","191","294","218","120","57","31","15","6","2","3","2","1","-"
"3106200344","Novo Santa Cecilia - Belo Horizonte (MG)","Total","Total","695","52","147","205","147","96","26","12","6","3","-","1","-","-","-"
"3106200345","Vila Pinho - Belo Horizonte (MG)","Total","Total","2203","165","352","566","517","310","150","68","45","15","4","9","1","1","-"
"3106200346","Brasil Industrial - Belo Horizonte (MG)","Total","Total","2198","241","481","614","518","229","70","28","8","5","3","-","1","-","-"
"3106200347","Diamante - Belo Horizonte (MG)","Total","Total","3664","324","751","1085","963","371","115","26","19","6","1","-","2","1","-"
"3106200348","Olaria - Belo Horizonte (MG)","Total","Total","1758","187","373","489","394","197","58","34","13","7","5","-","1","-","-"
"3106200349","CDI Jatoba - Belo Horizonte (MG)","Total","Total","53","5","11","16","13","5","2","1","-","-","-","-","-","-","-"
"3106200350","Santa Cecilia - Belo Horizonte (MG)","Total","Total","890","92","194","256","178","116","30","13","5","3","2","-","-","-","1"
"3106200351","Vila Formosa - Belo Horizonte (MG)","Total","Total","404","29","88","102","88","54","22","12","3","2","-","2","-","-","2"
"3106200352","Castanheira - Belo Horizonte (MG)","Total","Total","1626","156","328","430","355","186","85","45","23","6","4","4","2","1","1"
"3106200353","Miramar - Belo Horizonte (MG)","Total","Total","1873","205","374","536","470","172","61","24","14","6","5","4","2","-","-"
"3106200354","Santa Helena - Belo Horizonte (MG)","Total","Total","1693","171","397","483","405","153","56","13","10","1","3","1","-","-","-"
"3106200355","Teixeira Dias - Belo Horizonte (MG)","Total","Total","2150","185","470","603","532","244","72","26","13","3","2","-","-","-","-"
"3106200356","Barreiro - Belo Horizonte (MG)","Total","Total","2914","321","698","775","682","296","92","32","9","8","-","-","-","-","1"
"3106200357","Santa Margarida - Belo Horizonte (MG)","Total","Total","764","121","185","187","158","80","23","6","1","-","1","-","2","-","-"
"3106200358","Ademar Maldonado - Belo Horizonte (MG)","Total","Total","532","37","107","163","135","49","25","7","3","5","1","-","-","-","-"
"3106200359","Atila de Paiva - Belo Horizonte (MG)","Total","Total","362","36","74","100","88","41","10","7","2","1","1","2","-","-","-"
"3106200360","Vila Atila de Paiva - Belo Horizonte (MG)","Total","Total","456","53","82","114","100","48","37","16","5","1","-","-","-","-","-"
"3106200361","João Paulo II - Belo Horizonte (MG)","Total","Total","639","98","184","171","134","40","9","1","2","-","-","-","-","-","-"
"3106200362","Vila Tirol - Belo Horizonte (MG)","Total","Total","62","9","16","9","15","5","5","1","1","-","1","-","-","-","-"
"3106200363","Tirol - Belo Horizonte (MG)","Total","Total","3500","328","742","961","946","347","114","41","12","3","4","1","-","1","-"
"3106200364","Lindéia - Belo Horizonte (MG)","Total","Total","7547","958","1620","1997","1725","775","301","106","38","18","2","2","3","-","2"
"3106200365","Serra Verde - Belo Horizonte (MG)","Total","Total","4364","552","966","1182","936","432","161","68","44","13","5","3","-","2","-"
"3106200366","Varzea da Palma - Belo Horizonte (MG)","Total","Total","40","4","10","13","7","5","-","-","-","1","-","-","-","-","-"
"3106200367","Venda Nova - Belo Horizonte (MG)","Total","Total","896","218","181","195","159","86","28","13","8","6","1","1","-","-","-"
"3106200368","Vila Canto do Sabiá - Belo Horizonte (MG)","Total","Total","54","8","13","12","10","6","3","1","1","-","-","-","-","-","-"
"3106200369","Vila Copacabana - Belo Horizonte (MG)","Total","Total","391","63","57","90","86","53","23","11","5","-","-","2","-","-","1"
"3106200370","Vila dos Anjos - Belo Horizonte (MG)","Total","Total","211","24","33","40","45","35","17","9","4","1","1","-","1","-","1"
"3106200371","Vila Satélite - Belo Horizonte (MG)","Total","Total","33","4","2","7","10","4","3","3","-","-","-","-","-","-","-"
"3106200372","Vila São João Batista - Belo Horizonte (MG)","Total","Total","702","83","137","162","146","84","43","24","11","5","3","2","1","1","-"
"3106200373","Vila Piratininga Venda Nova - Belo Horizonte (MG)","Total","Total","96","7","11","23","23","23","5","2","1","1","-","-","-","-","-"
"3106200374","São Marcos - Belo Horizonte (MG)","Total","Total","2090","231","444","532","490","227","93","46","14","10","2","-","1","-","-"
"3106200375","Ipe - Belo Horizonte (MG)","Total","Total","1408","169","299","349","310","158","70","29","11","7","4","-","-","1","1"
"3106200376","Goiania - Belo Horizonte (MG)","Total","Total","5044","596","1094","1341","1184","512","188","82","23","10","9","3","1","-","1"
"3106200377","Morro dos Macacos - Belo Horizonte (MG)","Total","Total","88","10","14","23","12","13","6","2","4","2","2","-","-","-","-"
"3106200378","São Benedito - Belo Horizonte (MG)","Total","Total","451","59","82","98","106","41","30","21","6","6","1","1","-","-","-"
"3106200380","Vila da Luz - Belo Horizonte (MG)","Total","Total","429","76","79","91","82","43","30","9","9","7","2","-","1","-","-"
"3106200381","Maria Goretti - Belo Horizonte (MG)","Total","Total","2593","314","535","674","585","286","125","48","16","2","4","1","1","-","2"
"3106200382","Pirajá - Belo Horizonte (MG)","Total","Total","976","114","191","245","256","100","39","15","10","4","1","1","-","-","-"
"3106200383","Eymard - Belo Horizonte (MG)","Total","Total","1173","115","236","312","279","155","45","15","7","4","1","-","1","1","2"
"3106200384","Vitoria - Belo Horizonte (MG)","Total","Total","1147","151","309","324","222","91","31","12","5","2","-","-","-","-","-"
"3106200385","Pousada Santo Antonio - Belo Horizonte (MG)","Total","Total","512","56","131","138","97","55","21","8","2","4","-","-","-","-","-"
"3106200386","Bela Vitoria - Belo Horizonte (MG)","Total","Total","202","21","37","56","55","23","6","2","2","-","-","-","-","-","-"
"3106200387","Jardim Vitoria - Belo Horizonte (MG)","Total","Total","2772","283","505","732","688","312","135","61","37","6","7","3","-","1","2"
"3106200388","Vila Maria - Belo Horizonte (MG)","Total","Total","1517","186","277","390","306","174","88","46","23","15","6","3","1","2","-"
"3106200389","Mirtes - Belo Horizonte (MG)","Total","Total","83","5","11","19","18","12","7","3","5","3","-","-","-","-","-"
"3106200390","São Gabriel - Belo Horizonte (MG)","Total","Total","4304","574","889","1122","999","463","168","50","25","7","5","1","-","1","-"
"3106200391","Vila São Gabriel Jacui - Belo Horizonte (MG)","Total","Total","199","28","42","31","44","30","11","6","4","2","1","-","-","-","-"
"3106200392","Vila São Dimas - Belo Horizonte (MG)","Total","Total","55","8","16","11","7","3","3","2","3","-","-","2","-","-","-"
"3106200393","Vila Esplanada - Belo Horizonte (MG)","Total","Total","286","38","42","80","65","34","15","5","-","1","2","4","-","-","-"
"3106200394","Vila São Gabriel - Belo Horizonte (MG)","Total","Total","131","19","23","31","36","16","4","2","-","-","-","-","-","-","-"
"3106200395","Dom Silverio - Belo Horizonte (MG)","Total","Total","1295","151","330","321","280","125","53","18","8","5","2","1","1","-","-"
"3106200396","Boa Esperança - Belo Horizonte (MG)","Total","Total","150","9","25","42","34","23","13","2","1","-","1","-","-","-","-"
"3106200397","Tres Marias - Belo Horizonte (MG)","Total","Total","159","15","33","36","32","22","7","5","4","3","1","-","-","-","1"
"3106200398","Ouro Minas - Belo Horizonte (MG)","Total","Total","1232","104","251","338","316","136","56","21","4","2","1","2","1","-","-"
"3106200399","Vila Ouro Minas - Belo Horizonte (MG)","Total","Total","159","10","25","38","45","22","13","3","2","1","-","-","-","-","-"
"3106200400","Belmonte - Belo Horizonte (MG)","Total","Total","723","97","183","181","152","76","14","9","6","3","2","-","-","-","-"
"3106200401","Nazare - Belo Horizonte (MG)","Total","Total","2521","327","524","629","590","283","94","45","15","8","3","2","1","-","-"
"3106200402","Vista do Sol - Belo Horizonte (MG)","Total","Total","1511","155","286","393","386","178","65","28","9","4","2","3","1","-","1"
"3106200403","Grotinha - Belo Horizonte (MG)","Total","Total","124","12","21","32","29","14","9","4","1","1","-","-","1","-","-"
"3106200404","Acaiaca - Belo Horizonte (MG)","Total","Total","756","54","144","213","214","90","30","7","2","-","2","-","-","-","-"
"3106200405","Paulo VI - Belo Horizonte (MG)","Total","Total","1827","168","360","480","458","226","81","31","10","5","6","-","2","-","-"
"3106200406","Beira Linha - Belo Horizonte (MG)","Total","Total","1150","125","194","254","279","156","83","31","14","9","2","3","-","-","-"
"3106200407","Ribeiro de Abreu - Belo Horizonte (MG)","Total","Total","4804","528","959","1225","1174","544","234","74","43","17","4","1","-","1","-"
"3106200408","Antonio Ribeiro de Abreu 1ª Seção - Belo Horizonte (MG)","Total","Total","144","18","26","36","36","19","4","2","1","1","-","-","1","-","-"
"3106200411","Capitão Eduardo - Belo Horizonte (MG)","Total","Total","334","22","62","85","85","52","16","7","3","-","-","-","2","-","-"
"3106200412","Conjunto Paulo VI - Belo Horizonte (MG)","Total","Total","882","80","153","213","199","122","68","23","14","5","3","1","-","1","-"
"3106200413","Conjunto Capitão Eduardo - Belo Horizonte (MG)","Total","Total","780","70","134","204","181","110","50","13","8","3","5","1","-","-","1"
"3106200414","Beija Flor - Belo Horizonte (MG)","Total","Total","349","30","59","82","99","42","18","11","3","3","1","-","1","-","-"
"3106200415","Itapoa - Belo Horizonte (MG)","Total","Total","3124","398","803","827","687","287","75","37","6","2","-","1","-","-","1"
"3106200416","Santa Amelia - Belo Horizonte (MG)","Total","Total","5784","630","1397","1560","1359","562","181","53","21","10","8","1","-","1","1"
"3106200417","Santa Branca - Belo Horizonte (MG)","Total","Total","1772","230","477","438","405","155","31","20","8","8","-","-","-","-","-"
"3106200418","Santa Monica - Belo Horizonte (MG)","Total","Total","7561","862","1836","2020","1686","734","255","109","36","11","6","5","-","1","-"
"3106200419","São Tomaz - Belo Horizonte (MG)","Total","Total","2266","360","454","497","489","267","111","40","27","13","7","-","1","-","-"
"3106200420","Unidas - Belo Horizonte (MG)","Total","Total","97","3","16","22","32","12","6","6","-","-","-","-","-","-","-"
"3106200421","Universo - Belo Horizonte (MG)","Total","Total","837","113","159","207","179","88","49","21","13","5","2","-","-","-","1"
"3106200422","Aarão Reis - Belo Horizonte (MG)","Total","Total","881","76","188","242","211","94","45","17","6","-","-","1","1","-","-"
"3106200423","Bacurau - Belo Horizonte (MG)","Total","Total","27","2","6","4","7","4","2","-","1","-","1","-","-","-","-"
"3106200424","Biquinhas - Belo Horizonte (MG)","Total","Total","452","50","69","103","102","67","33","11","9","1","4","1","2","-","-"
"3106200425","Boa União 1ª Seção - Belo Horizonte (MG)","Total","Total","91","18","16","18","16","10","6","2","4","1","-","-","-","-","-"
"3106200426","Boa União 2ª seção - Belo Horizonte (MG)","Total","Total","46","6","4","9","8","12","5","2","-","-","-","-","-","-","-"
"3106200427","Campo Alegre - Belo Horizonte (MG)","Total","Total","762","66","139","193","182","92","36","21","11","13","6","2","-","1","-"
"3106200428","Canaa - Belo Horizonte (MG)","Total","Total","780","81","156","209","187","91","31","13","6","3","1","1","-","-","1"
"3106200429","Conjunto Floramar - Belo Horizonte (MG)","Total","Total","228","15","34","53","55","33","11","10","10","2","3","1","-","-","1"
"3106200430","Conjunto Providencia - Belo Horizonte (MG)","Total","Total","77","7","18","20","20","6","4","1","1","-","-","-","-","-","-"
"3106200431","Etelvina Carneiro - Belo Horizonte (MG)","Total","Total","683","66","105","196","182","88","29","11","6","-","-","-","-","-","-"
"3106200432","Floramar - Belo Horizonte (MG)","Total","Total","3065","373","713","813","723","282","104","30","14","5","4","2","1","-","1"
"3106200433","Frei Leopoldo - Belo Horizonte (MG)","Total","Total","553","47","89","130","141","94","37","7","6","2","-","-","-","-","-"
"3106200434","Granja Werneck - Belo Horizonte (MG)","Total","Total","571","73","112","128","116","73","36","18","6","5","3","-","1","-","-"
"3106200435","Guarani - Belo Horizonte (MG)","Total","Total","2471","319","568","656","568","234","78","26","13","5","1","2","-","-","1"
"3106200436","Heliopolis - Belo Horizonte (MG)","Total","Total","2282","288","638","662","477","150","36","19","8","3","-","1","-","-","-"
"3106200437","Jaqueline - Belo Horizonte (MG)","Total","Total","4903","498","1070","1294","1145","548","214","78","30","11","9","4","-","1","1"
"3106200438","Jardim Felicidade - Belo Horizonte (MG)","Total","Total","4181","359","678","996","1035","589","255","134","66","36","15","9","5","2","2"
"3106200439","Jardim Guanabara - Belo Horizonte (MG)","Total","Total","3582","392","757","1022","795","390","138","56","16","7","7","1","1","-","-"
"3106200440","Juliana - Belo Horizonte (MG)","Total","Total","1901","252","457","511","398","186","60","18","11","3","4","-","-","-","1"
"3106200441","Lajedo - Belo Horizonte (MG)","Total","Total","1385","146","259","330","354","158","72","28","21","4","7","-","-","3","3"
"3106200442","Madri - Belo Horizonte (MG)","Total","Total","262","17","50","61","80","29","10","9","3","3","-","-","-","-","-"
"3106200443","Maria Tereza - Belo Horizonte (MG)","Total","Total","111","14","25","24","19","17","10","1","-","1","-","-","-","-","-"
"3106200444","Mariquinhas - Belo Horizonte (MG)","Total","Total","601","65","116","126","126","98","42","16","5","4","-","1","-","1","1"
"3106200445","Minaslandia - Belo Horizonte (MG)","Total","Total","2015","254","441","526","442","223","83","26","11","7","-","2","-","-","-"
"3106200446","Mirante - Belo Horizonte (MG)","Total","Total","165","26","31","38","31","19","10","5","3","1","1","-","-","-","-"
"3106200447","Monte Azul - Belo Horizonte (MG)","Total","Total","1045","117","224","256","234","132","45","20","6","5","4","2","-","-","-"
"3106200448","Novo Aarão Reis - Belo Horizonte (MG)","Total","Total","2351","280","406","578","499","302","151","72","40","14","4","3","1","1","-"
"3106200449","Novo Tupi - Belo Horizonte (MG)","Total","Total","859","79","164","199","212","109","51","25","13","4","3","-","-","-","-"
"3106200450","Planalto - Belo Horizonte (MG)","Total","Total","5421","693","1357","1458","1176","484","163","51","25","7","4","1","-","1","1"
"3106200451","Primeiro de Maio - Belo Horizonte (MG)","Total","Total","734","104","169","172","132","80","44","14","9","3","5","1","-","1","-"
"3106200452","Providencia - Belo Horizonte (MG)","Total","Total","2467","313","521","649","548","275","92","43","13","6","4","2","-","-","1"
"3106200453","Vila SESC - Belo Horizonte (MG)","Total","Total","101","11","20","20","30","12","5","2","1","-","-","-","-","-","-"
"3106200454","São Bernardo - Belo Horizonte (MG)","Total","Total","2747","376","532","721","579","307","123","58","26","9","7","5","2","-","2"
"3106200455","São Damião - Belo Horizonte (MG)","Total","Total","96","14","19","21","18","14","7","3","-","-","-","-","-","-","-"
"3106200456","São Gonçalo - Belo Horizonte (MG)","Total","Total","778","97","160","195","172","87","37","15","7","4","1","1","1","-","1"
"3106200457","Vila Jardim Leblon - Belo Horizonte (MG)","Total","Total","65","10","12","15","13","8","1","2","2","2","-","-","-","-","-"
"3106200458","Satelite - Belo Horizonte (MG)","Total","Total","155","19","39","49","24","16","2","2","3","-","-","1","-","-","-"
"3106200459","Solimoes - Belo Horizonte (MG)","Total","Total","435","44","83","104","97","57","32","14","2","2","-","-","-","-","-"
"3106200460","Tupi A - Belo Horizonte (MG)","Total","Total","3306","442","665","863","743","368","141","51","23","5","4","1","-","-","-"
"3106200461","Tupi B - Belo Horizonte (MG)","Total","Total","4085","427","821","1111","968","476","182","58","23","12","3","3","-","-","1"
"3106200462","Vila Cloris - Belo Horizonte (MG)","Total","Total","2301","282","563","613","492","242","77","21","6","3","-","-","-","-","2"
"3106200463","Vila Minaslandia - Belo Horizonte (MG)","Total","Total","264","37","51","76","42","37","15","3","2","1","-","-","-","-","-"
"3106200464","Vila Nova - Belo Horizonte (MG)","Total","Total","171","18","29","47","38","22","9","6","2","-","-","-","-","-","-"
"3106200465","Vila Primeiro de Maio - Belo Horizonte (MG)","Total","Total","1197","171","235","273","258","153","52","26","10","9","3","3","3","-","1"
"3106200466","Xodo-Marize - Belo Horizonte (MG)","Total","Total","454","55","95","116","103","52","19","7","2","4","-","-","-","-","1"
"3106200467","Zilah Sposito - Belo Horizonte (MG)","Total","Total","679","55","110","142","159","104","52","25","18","6","2","2","2","1","1"
"3106200468","Apolonia - Belo Horizonte (MG)","Total","Total","1896","247","335","439","408","266","107","58","21","6","3","2","3","1","-"
"3106200469","Candelaria - Belo Horizonte (MG)","Total","Total","2361","268","550","673","500","235","86","30","9","6","1","2","-","1","-"
"3106200470","Cenaculo - Belo Horizonte (MG)","Total","Total","712","95","161","182","154","69","25","17","5","3","-","-","1","-","-"
"3106200471","Conjunto Minas Caixa - Belo Horizonte (MG)","Total","Total","1235","128","215","318","245","177","80","37","23","5","3","3","-","1","-"
"3106200472","Conjunto Serra Verde - Belo Horizonte (MG)","Total","Total","66","4","9","22","17","7","3","2","1","1","-","-","-","-","-"
"3106200473","Vila Mantiqueira - Belo Horizonte (MG)","Total","Total","208","26","38","53","43","27","10","7","3","-","1","-","-","-","-"
"3106200474","Europa - Belo Horizonte (MG)","Total","Total","3146","398","673","855","721","296","121","36","21","12","10","1","-","2","-"
"3106200475","Flamengo - Belo Horizonte (MG)","Total","Total","86","4","17","21","21","10","7","2","1","2","-","1","-","-","-"
"3106200476","Jardim dos Comerciarios - Belo Horizonte (MG)","Total","Total","6141","609","1189","1552","1467","743","327","128","62","28","22","5","3","5","1"
"3106200477","Jardim Leblon - Belo Horizonte (MG)","Total","Total","2919","359","659","760","638","313","114","40","22","9","3","1","-","1","-"
"3106200478","Lagoa - Belo Horizonte (MG)","Total","Total","2639","297","503","661","635","301","143","45","24","15","6","3","3","-","3"
"3106200479","Lagoinha Leblon - Belo Horizonte (MG)","Total","Total","1837","211","423","461","414","191","77","40","13","2","3","1","-","-","1"
"3106200480","Laranjeiras - Belo Horizonte (MG)","Total","Total","46","5","7","13","9","6","3","3","-","-","-","-","-","-","-"
"3106200481","Leticia - Belo Horizonte (MG)","Total","Total","2416","304","543","611","550","265","80","39","10","9","3","1","1","-","-"
"3106200482","Mantiqueira - Belo Horizonte (MG)","Total","Total","6065","684","1216","1611","1387","687","265","97","61","31","10","9","3","-","4"
"3106200483","Maria Helena - Belo Horizonte (MG)","Total","Total","2339","268","498","595","550","260","99","43","12","7","3","3","-","-","1"
"3106200484","Minas Caixa - Belo Horizonte (MG)","Total","Total","3258","388","731","819","750","332","139","58","21","10","5","2","-","1","2"
"3106200485","São João Batista - Belo Horizonte (MG)","Total","Total","5441","720","1376","1475","1181","450","156","48","14","6","8","3","1","1","2"
"3106200486","Nova America - Belo Horizonte (MG)","Total","Total","28","3","7","4","7","3","3","-","-","1","-","-","-","-","-"
"3106200487","Parque São Pedro - Belo Horizonte (MG)","Total","Total","680","65","142","182","157","81","27","17","5","-","1","-","2","-","1"
"3106200488","Piratininga - Belo Horizonte (MG)","Total","Total","6516","772","1412","1744","1477","652","263","110","43","21","8","5","5","2","2"
"3106200489","Rio Branco - Belo Horizonte (MG)","Total","Total","3943","408","908","1021","957","424","142","38","25","7","5","4","1","1","2"
"3106200490","Vila Santa Monica 1ª Seção - Belo Horizonte (MG)","Total","Total","527","75","97","129","99","74","31","10","4","5","2","-","-","-","1"
"3106200491","Vila Santa Monica 2ª Seção - Belo Horizonte (MG)","Total","Total","93","9","13","23","23","14","5","4","1","-","-","1","-","-","-"
"3106200492","Itaipu - Belo Horizonte (MG)","Total","Total","2608","247","529","717","634","307","108","42","16","5","-","2","1","-","-"
"3106200493","Nossa Senhora Aparecida - Belo Horizonte (MG)","Total","Total","483","74","97","109","110","42","27","10","5","4","5","-","-","-","-"
"3106705001","Angola - Betim (MG)","Total","Total","1754","212","365","453","388","205","79","31","10","7","1","2","-","-","1"
"3106705002","Arquipélago Verde - Betim (MG)","Total","Total","11","1","3","1","2","1","1","2","-","-","-","-","-","-","-"
"3106705003","Bandeirinhas - Betim (MG)","Total","Total","1419","152","242","331","349","188","99","29","17","5","4","1","1","1","-"
"3106705004","Brasiléia - Betim (MG)","Total","Total","1562","193","363","420","341","154","49","21","13","3","3","2","-","-","-"
"3106705005","Cachoeira - Betim (MG)","Total","Total","847","99","171","221","190","97","41","17","7","3","1","-","-","-","-"
"3106705006","Centro - Betim (MG)","Total","Total","922","156","236","226","178","77","28","13","3","2","1","2","-","-","-"
"3106705007","Chácara - Betim (MG)","Total","Total","844","106","213","191","200","84","31","12","3","2","1","-","1","-","-"
"3106705008","Cidade Verde - Betim (MG)","Total","Total","843","69","145","224","240","113","28","13","5","4","1","-","1","-","-"
"3106705009","Decamão - Betim (MG)","Total","Total","182","30","36","43","39","17","10","5","-","1","-","-","-","-","1"
"3106705010","D.I. Bandeirinhas - Betim (MG)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"3106705011","Estância do Sereno Sede - Betim (MG)","Total","Total","51","13","13","11","6","7","-","1","-","-","-","-","-","-","-"
"3106705012","Filadélfia - Betim (MG)","Total","Total","1688","155","368","459","407","186","72","22","8","3","3","1","2","2","-"
"3106705013","Guarujá - Betim (MG)","Total","Total","617","49","140","161","178","64","16","7","-","1","1","-","-","-","-"
"3106705014","Horto - Betim (MG)","Total","Total","148","21","43","42","33","7","-","2","-","-","-","-","-","-","-"
"3106705015","Ingá Alto - Betim (MG)","Total","Total","183","7","16","43","81","29","5","1","-","1","-","-","-","-","-"
"3106705016","Jardim Casa Branca - Betim (MG)","Total","Total","348","37","63","91","79","45","20","7","4","1","-","-","-","1","-"
"3106705017","Jardim da Cidade - Betim (MG)","Total","Total","416","63","121","94","93","37","7","1","-","-","-","-","-","-","-"
"3106705018","Marmeleiros - Betim (MG)","Total","Total","75","7","14","17","26","8","2","-","-","1","-","-","-","-","-"
"3106705019","Morada do Trevo - Betim (MG)","Total","Total","581","88","154","162","130","35","9","1","2","-","-","-","-","-","-"
"3106705020","Petrópolis - Betim (MG)","Total","Total","1859","198","409","501","449","200","57","23","9","10","2","1","-","-","-"
"3106705021","Salomé - Betim (MG)","Total","Total","486","45","98","125","115","54","26","13","5","3","1","-","-","1","-"
"3106705022","Santa Inês - Betim (MG)","Total","Total","567","62","120","131","145","61","31","10","4","1","2","-","-","-","-"
"3106705023","São João - Betim (MG)","Total","Total","2602","242","475","680","617","367","124","46","30","10","3","2","3","1","2"
"3106705024","Vila Alpina - Betim (MG)","Total","Total","22","2","3","6","4","3","1","2","-","-","-","-","1","-","-"
"3106705025","Alto das Flores - Betim (MG)","Total","Total","1104","89","190","266","286","164","61","25","8","6","1","4","1","1","2"
"3106705026","Bom Repouso - Betim (MG)","Total","Total","280","31","53","81","55","42","9","2","4","2","1","-","-","-","-"
"3106705027","Bom Retiro - Betim (MG)","Total","Total","2697","270","589","736","622","293","111","45","17","5","4","4","-","1","-"
"3106705028","C.H. Homéro Gil - Betim (MG)","Total","Total","859","76","154","214","213","106","60","17","10","6","2","1","-","-","-"
"3106705029","Ingá - Betim (MG)","Total","Total","1360","171","365","344","311","114","40","8","4","2","1","-","-","-","-"
"3106705030","Novo Horizonte - Betim (MG)","Total","Total","1588","175","310","413","381","212","55","24","8","6","2","2","-","-","-"
"3106705031","Ponte Alta - Betim (MG)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"3106705032","Residencial Lagoa - Betim (MG)","Total","Total","292","19","46","87","75","39","18","6","2","-","-","-","-","-","-"
"3106705033","Residencial Taquaril - Betim (MG)","Total","Total","419","35","81","111","122","47","10","8","3","1","-","-","1","-","-"
"3106705034","Santa Fé - Betim (MG)","Total","Total","215","18","27","64","56","26","17","6","-","1","-","-","-","-","-"
"3106705035","Santa Lúcia - Betim (MG)","Total","Total","493","52","117","135","108","52","19","7","3","-","-","-","-","-","-"
"3106705036","Senhora das Graças - Betim (MG)","Total","Total","1919","209","463","498","477","172","63","20","10","2","1","2","2","-","-"
"3106705037","Vila das Flores - Betim (MG)","Total","Total","1371","137","270","329","326","164","86","31","14","7","3","2","-","2","-"
"3106705038","Betim Industrial - Betim (MG)","Total","Total","1574","185","387","416","347","150","45","25","9","8","1","1","-","-","-"
"3106705039","C. H. Bueno Franco - Betim (MG)","Total","Total","1181","107","237","328","285","132","50","27","7","4","2","2","-","-","-"
