Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
2211100013;Areias - União (PI);76
2211100014;São José - União (PI);152
2300101001;Centro - Abaiara (CE);845
2300101002;Alto da Alegria - Abaiara (CE);286
2300101003;Populares - Abaiara (CE);314
2300101004;Capoeiras - Abaiara (CE);112
2300309001;Centro - Acopiara (CE);1535
2300309002;São Francisco - Acopiara (CE);634
2300309003;Nova Acopiara - Acopiara (CE);175
2300309004;Vila Palmeira - Acopiara (CE);402
2300309005;Moreiras - Acopiara (CE);1325
2300309006;Bom Sucesso - Acopiara (CE);332
2300309007;Vila Esperança - Acopiara (CE);1191
2300309008;Vila São João - Acopiara (CE);603
2300309009;Nossa Senhora Aparecida - Acopiara (CE);348
2300507001;Centro - Alcântaras (CE);120
2300507002;Junco - Alcântaras (CE);210
2300507003;Caldeirão - Alcântaras (CE);10
2300507004;Bela Vista - Alcântaras (CE);613
2300507005;São José - Alcântaras (CE);41
2300705001;Centro - Alto Santo (CE);346
2300705002;Alípios - Alto Santo (CE);198
2300705003;Menino Deus - Alto Santo (CE);279
2300705004;Jardim - Alto Santo (CE);232
2300705005;Tibolo - Alto Santo (CE);358
2300705006;Pão de Açúcar - Alto Santo (CE);139
2300705007;Dom Pompeu - Alto Santo (CE);259
2301109001;Centro - Aracati (CE);783
2301109002;Farias Brito - Aracati (CE);700
2301109003;Pedregal - Aracati (CE);1257
2301109004;Nossa Senhora de Fátima - Aracati (CE);1807
2301109005;Córrego dos Rodrigues - Aracati (CE);281
2301109006;Campo Verde - Aracati (CE);449
2301109007;Aterro - Aracati (CE);1161
2301109008;Nossa Senhora de Lourdes - Aracati (CE);1498
2301109009;Várzea da Matriz - Aracati (CE);3256
2301257001;Centro - Ararendá (CE);87
2301257002;Planalto - Ararendá (CE);283
2301257003;Ferreirão - Ararendá (CE);239
2301257004;Beira Rio - Ararendá (CE);269
2301257005;Varjota - Ararendá (CE);411
2301505001;Arneirozinho - Arneiroz (CE);99
2301505002;Centro - Arneiroz (CE);116
2301505003;Cecília Alves Bezerra - Arneiroz (CE);114
2301505004;Dr. Lanes Leal Petrola - Arneiroz (CE);215
2301505005;Santo Antônio - Arneiroz (CE);261
2301505006;Silva Bezerra - Arneiroz (CE);187
2301703001;Centro - Aurora (CE);480
2301703002;José Fernandes Campos - Aurora (CE);354
2301703003;Mororó - Aurora (CE);125
2301703004;Recreio - Aurora (CE);537
2301703005;Araçá - Aurora (CE);1006
2301703006;José Leite Figueiredo (Zezé da Cruz) - Aurora (CE);62
2301703007;Vila Paulo Gonçalves - Aurora (CE);134
2301703008;José Freire do Amaral - Aurora (CE);103
2301703009;São Benedito - Aurora (CE);431
2301901001;Centro - Barbalha (CE);846
2301901002;Rosário - Barbalha (CE);661
2301901003;Tupinambá - Barbalha (CE);49
2301901004;Santo Antônio - Barbalha (CE);694
2301901005;Nossa Senhora de Fátima - Barbalha (CE);364
2301901006;Bela Vista - Barbalha (CE);961
2301901007;Alto da Alegria - Barbalha (CE);1444
2301901008;Bulandeira - Barbalha (CE);933
2301901009;Mata dos Limas - Barbalha (CE);346
2301901010;Buriti - Barbalha (CE);538
2301901011;Malvinas - Barbalha (CE);2160
2301901012;Santo André - Barbalha (CE);1038
2301901013;Cirolândia - Barbalha (CE);1860
2301901014;Alto do Rosário - Barbalha (CE);389
2301901015;Mata dos Dudas - Barbalha (CE);394
2302008001;Centro - Barro (CE);391
2302008002;Poço da Pedra - Barro (CE);32
2302008003;Jardim Raimundo Inácio - Barro (CE);536
2302008004;Gangorra - Barro (CE);437
2302008005;Bela Vista - Barro (CE);77
2302008006;São Francisco - Barro (CE);287
2302008007;Baixio Velho - Barro (CE);66
2302008008;São José - Barro (CE);423
2302008009;Xique-Xique - Barro (CE);22
2302008010;Muquém - Barro (CE);67
2302008011;Trajano Nogueira - Barro (CE);760
2302008012;Aurílio Cardoso - Barro (CE);396
2302057001;Centro - Barroquinha (CE);60
2302057002;Nossa Senhora dos Navegantes - Barroquinha (CE);161
2302057003;Poço Imperial - Barroquinha (CE);110
2302057005;Carmelita Veras - Barroquinha (CE);655
2302057006;Jaime Laurindo - Barroquinha (CE);999
2302107001;Coió - Baturité (CE);412
2302107002;Comendador Ananias Arruda - Baturité (CE);502
2302107003;Conjunto Habitacional Maria José Viana - Baturité (CE);126
2302107004;Conselheiro Estelita - Baturité (CE);431
2302107005;Feira do Gado - Baturité (CE);209
2302107006;Gustavo Sampaio - Baturité (CE);582
2302107007;Jesuítas - Baturité (CE);447
2302107008;Manga - Baturité (CE);815
2302107009;Mondego - Baturité (CE);161
2302107010;Mucunã - Baturité (CE);617
2302107011;Nossa Senhora Auxiliadora - Baturité (CE);310
2302107012;Putiú - Baturité (CE);483
2302107013;Sanharão - Baturité (CE);410
2302107014;Vila Nova - Baturité (CE);318
2302107015;Centro - Baturité (CE);1238
2302107016;São Francisco - Baturité (CE);862
2302107017;Beira Rio - Baturité (CE);482
2302404001;Vila Azul - Boa Viagem (CE);641
2302404002;Alto do Motor - Boa Viagem (CE);377
2302404003;Boaviaginha - Boa Viagem (CE);737
2302404004;Recreio - Boa Viagem (CE);1483
2302404005;Alto da Queiroz - Boa Viagem (CE);335
2302404006;Ponte Nova - Boa Viagem (CE);446
2302404007;Vila Holanda - Boa Viagem (CE);366
2302404008;José Rosa - Boa Viagem (CE);113
2302404009;Fátima - Boa Viagem (CE);1897
2302404010;Tibiquari - Boa Viagem (CE);453
2302404011;Floresta - Boa Viagem (CE);419
2302404012;Várzea do Canto - Boa Viagem (CE);248
2302404013;Centro - Boa Viagem (CE);662
2302503001;Centro - Brejo Santo (CE);1015
2302503002;Aldeota - Brejo Santo (CE);289
2302503003;Morro Dourado - Brejo Santo (CE);1473
2302503004;Sol Nascente - Brejo Santo (CE);90
2302503005;São Francisco - Brejo Santo (CE);1628
2302503006;Cabaceiras - Brejo Santo (CE);305
2302503007;Eliseu Gomes de Lucena - Brejo Santo (CE);..
2302503008;Bela Vista - Brejo Santo (CE);676
2302503009;Renê Lucena - Brejo Santo (CE);1624
2302503010;Raimundo Fernandes - Brejo Santo (CE);208
2302503011;Araujão - Brejo Santo (CE);791
2302503012;Capilé - Brejo Santo (CE);425
2302503013;Luzia Leite - Brejo Santo (CE);566
2302503014;Taboqueiras - Brejo Santo (CE);221
2302800001;Alto Guaramiranga - Canindé (CE);2344
2302800002;Boa Vista - Canindé (CE);159
2302800003;Bela Vista - Canindé (CE);919
2302800004;Canindezinho - Canindé (CE);659
2302800005;Capitão Pedro Sampaio - Canindé (CE);1498
2302800006;Centro - Canindé (CE);2020
2302800007;Imaculada Conceição - Canindé (CE);385
2302800008;João Paulo II - Canindé (CE);581
2302800009;Jubaia - Canindé (CE);62
2302800010;Nossa Senhora das Graças - Canindé (CE);1098
2302800011;Palestina - Canindé (CE);2126
2302800012;Riacho São Francisco - Canindé (CE);255
2302800013;Santa Luzia - Canindé (CE);1537
2302800014;São Mateus - Canindé (CE);478
2302800015;Santa Clara - Canindé (CE);579
2302800016;Campinas - Canindé (CE);546
2303006001;Centro (do distrito de Caridade) - Caridade (CE);372
2303006002;Pé do Serrote - Caridade (CE);733
2303006003;Coração de Jesus - Caridade (CE);343
2303006004;Açude Novo - Caridade (CE);23
2303006005;Conjunto - Caridade (CE);111
2303006006;Alto da Bela Vista - Caridade (CE);234
2303006007;Alto da Delegacia - Caridade (CE);65
2303006008;Estrada Vila Nova - Caridade (CE);31
2303006009;Centro (do distrito de Campos Belos) - Caridade (CE);416
2303006010;Vila Beta - Caridade (CE);720
2303006011;Açudinho - Caridade (CE);654
2303006012;Três Bocas - Caridade (CE);231
2303204001;Centro - Caririaçu (CE);273
2303204002;Mestre Neco - Caririaçu (CE);655
2303204003;Nossa Senhora do Carmo - Caririaçu (CE);367
2303204004;Paraíso - Caririaçu (CE);467
2303204005;Umari - Caririaçu (CE);42
2303204006;Pernambuquinho - Caririaçu (CE);979
2303204007;Padre Cícero - Caririaçu (CE);25
2303204008;José Agostinho - Caririaçu (CE);447
2303204009;Palestina - Caririaçu (CE);345
2303204010;Abílio Unias - Caririaçu (CE);518
2303204011;Cedron - Caririaçu (CE);84
2303204012;Bico da Arara - Caririaçu (CE);390
2303303001;Centro - Cariús (CE);292
2303303002;São Vicente - Cariús (CE);437
2303303003;Vila Nova - Cariús (CE);657
2303303004;Esplanada - Cariús (CE);291
2303303005;Acampamento - Cariús (CE);75
2303659001;Centro - Catunda (CE);308
2303659002;Açude - Catunda (CE);174
2303659003;Caixa d'Água - Catunda (CE);292
2303659004;Passagem - Catunda (CE);244
2303659005;Bela Vista - Catunda (CE);353
2303659006;Beira Rio - Catunda (CE);391
2303709001;Alto do Garrote - Caucaia (CE);422
2303709002;Açude - Caucaia (CE);1181
2303709003;Barra Nova - Caucaia (CE);235
2303709004;Bom Jesus - Caucaia (CE);208
2303709005;Cabatan - Caucaia (CE);366
2303709006;Campo Grande - Caucaia (CE);96
2303709007;Camurupim - Caucaia (CE);321
2303709008;Capuan - Caucaia (CE);1670
2303709009;Centro - Caucaia (CE);639
2303709010;Cigana - Caucaia (CE);1281
2303709011;Cipó - Caucaia (CE);243
2303709012;Conjunto Metropolitano - Caucaia (CE);5168
2303709013;Cumbuco - Caucaia (CE);785
2303709014;Curicaca - Caucaia (CE);1047
2303709015;Garrote - Caucaia (CE);474
2303709016;Genipabu - Caucaia (CE);1558
2303709017;Grilo - Caucaia (CE);1231
2303709018;Guagiru - Caucaia (CE);603
2303709019;Icaraí - Caucaia (CE);3583
2303709020;Iparana - Caucaia (CE);2266
2303709021;Itambé - Caucaia (CE);3921
2303709022;Itapoã - Caucaia (CE);685
2303709023;Jandaiguaba - Caucaia (CE);1695
2303709024;Jardim Icaraí - Caucaia (CE);672
2303709025;Lagoa do Banana - Caucaia (CE);752
2303709026;Lagoa dos Porcos - Caucaia (CE);26
2303709027;Lago Verde - Caucaia (CE);86
2303709028;Mestre Antônio - Caucaia (CE);779
2303709029;Nova Cigana - Caucaia (CE);1298
2303709030;Novo Pabussu - Caucaia (CE);1306
2303709031;Pabussu - Caucaia (CE);67
2303709032;Pacheco - Caucaia (CE);697
2303709033;Padre Júlio Maria - Caucaia (CE);1905
2303709034;Padre Romualdo - Caucaia (CE);792
2303709035;Parque Leblon - Caucaia (CE);2041
2303709036;Parque Soledade - Caucaia (CE);4356
2303709037;Patricia Gomes - Caucaia (CE);529
2303709038;Paumirim - Caucaia (CE);517
2303709039;Planalto Caucaia - Caucaia (CE);906
2303709040;Sobradinho - Caucaia (CE);353
2303709041;Tabapuá - Caucaia (CE);2467
2303709042;Tabapuá Brasília - Caucaia (CE);2477
2303709043;Tabuba - Caucaia (CE);1878
2303709044;Toco - Caucaia (CE);180
2303709045;Urucutuba - Caucaia (CE);62
2303709046;Caraúbas - Caucaia (CE);387
2303709047;Araturi - Caucaia (CE);6926
2303709048;Nova Metrópole - Caucaia (CE);6812
2303709049;Marechal Rondon - Caucaia (CE);7463
2303709050;Arianópolis - Caucaia (CE);2723
2303709051;Parque Albano - Caucaia (CE);4379
2303709052;Parque das Nações - Caucaia (CE);1246
2303709053;Parque Guadalajara - Caucaia (CE);3769
2303709054;Parque Potira - Caucaia (CE);7212
2303709055;São Miguel - Caucaia (CE);2610
2303709056;Tabapuá - Brasília II - Caucaia (CE);1715
2303808001;Centro - Cedro (CE);609
2303808002;Vila Operária - Cedro (CE);131
2303808003;Montividéu - Cedro (CE);..
2303808004;Prado - Cedro (CE);426
2303808005;Açude Novo - Cedro (CE);299
2303808006;Alto do Padeiro - Cedro (CE);497
2303808007;Planalto do Cadeiras - Cedro (CE);28
2303808008;Açude Velho - Cedro (CE);272
2303808009;Planalto dos lemos - Cedro (CE);280
2303808010;Pega Avoante - Cedro (CE);520
2303808011;Divisão - Cedro (CE);238
2303808012;Conjunto Habitacional - Cedro (CE);72
2303808013;Fátima - Cedro (CE);330
2303808014;Alto da Floresta - Cedro (CE);87
2303808015;Jardim Afonso Celso - Cedro (CE);518
2304004001;Centro - Coreaú (CE);243
2304004002;São Miguel - Coreaú (CE);645
2304004003;José Gomes Damasceno - Coreaú (CE);1371
2304004004;Padre José Maria Aguiar - Coreaú (CE);393
2304004005;Dom Benedito - Coreaú (CE);326
2304103001;Centro - Crateús (CE);788
2304103002;Cidade Nova - Crateús (CE);1361
2304103003;Patriarcas - Crateús (CE);421
2304103004;Cidade 2000 - Crateús (CE);452
2304103005;Cajás - Crateús (CE);378
2304103006;José Rosa - Crateús (CE);867
2304103007;Venâncio - Crateús (CE);1508
2304103008;São Vicente - Crateús (CE);1385
2304103009;Ipase - Crateús (CE);443
2304103010;Maratoan - Crateús (CE);320
2304103011;Santa Luzia - Crateús (CE);231
2304103012;Campo Velho - Crateús (CE);453
2304103013;Nova Terra - Crateús (CE);234
2304103014;Planalto - Crateús (CE);898
2304103015;Fátima II - Crateús (CE);1470
2304103016;Fátima I - Crateús (CE);1150
2304103017;Altamira - Crateús (CE);1222
2304103018;São José - Crateús (CE);642
2304103019;Ponte Preta - Crateús (CE);167
2304202001;Centro - Crato (CE);791
2304202002;Pimenta - Crato (CE);422
2304202003;Seminário - Crato (CE);4065
2304202004;Vila Alta - Crato (CE);1738
2304202005;Palmeiral - Crato (CE);237
2304202006;Pinto Madeira (Barro Vermelho) - Crato (CE);1600
2304202007;Alto da Penha - Crato (CE);1487
2304202008;Ossian Araripe (Caixa D'Água) - Crato (CE);1531
2304202009;Sossego - Crato (CE);318
2304202010;Novo Crato - Crato (CE);2173
2304202011;Cacimbas - Crato (CE);1384
2304202012;Parque Recreio - Crato (CE);2130
2304202013;São Miguel - Crato (CE);2104
2304202014;Santa Luzia - Crato (CE);476
2304202015;Mirandão - Crato (CE);434
2304202016;Lobo (Vila Lobo) - Crato (CE);1264
2304202017;Parque Granjeiro - Crato (CE);499
2304202018;Novo Horizonte - Crato (CE);572
2304202019;José Araújo (Novo Lameiro) - Crato (CE);277
2304202020;Zacarias Gonçalves - Crato (CE);502
2304202021;França Alencar - Crato (CE);66
2304202022;São Gonçalo - Crato (CE);20
2304202023;Gizélia Pinheiro (Batateiras) - Crato (CE);1844
2304202024;São Bento - Crato (CE);593
2304202025;Muriti - Crato (CE);1702
2304202026;São José - Crato (CE);890
2304202027;Barro Branco - Crato (CE);479
2304202028;Coqueiro - Crato (CE);80
2304202029;Lameiro - Crato (CE);380
2304202030;Granjeiro - Crato (CE);236
2304236001;Centro - Croatá (CE);1063
2304236002;Caroba - Croatá (CE);893
2304277001;Centro - Ereré (CE);202
2304277002;Francisco Nogueira de Queiroz - Ereré (CE);131
2304277003;Ipiranga - Ereré (CE);266
2304277004;José Pessoa de Queiroz Moura (José Moura) - Ereré (CE);236
2304301001;Centro - Farias Brito (CE);758
2304301002;Boa Vista - Farias Brito (CE);561
2304301003;Nova Esperança - Farias Brito (CE);410
2304350001;Antonio Ferreira Gomes Martins - Forquilha (CE);12
2304350002;Centro - Forquilha (CE);120
2304350003;Francisco Martins Viana - Forquilha (CE);487
2304350004;Edmundo Rodrigues - Forquilha (CE);2816
2304350005;Alto Alegre - Forquilha (CE);628
2304350006;Mesquita Jerônimo - Forquilha (CE);514
2304350007;José Raimundo de Loiola - Forquilha (CE);457
2304350008;Padre Edson - Forquilha (CE);93
2304400001;Alagadiço - Fortaleza (CE);3223
2304400002;Aldeota - Fortaleza (CE);7994
2304400003;Álvaro Weyne - Fortaleza (CE);6624
2304400004;Amadeo Furtado - Fortaleza (CE);2586
2304400005;Arraial Moura Brasil - Fortaleza (CE);1210
2304400006;Barra do Ceará - Fortaleza (CE);24337
2304400007;Benfica - Fortaleza (CE);1675
2304400008;Bom Futuro - Fortaleza (CE);1389
2304400009;Carlito Pamplona - Fortaleza (CE);8776
2304400010;Centro - Fortaleza (CE);6127
2304400011;Coco - Fortaleza (CE);4603
2304400012;Cristo Redentor - Fortaleza (CE);8449
2304400013;Damas - Fortaleza (CE);2408
2304400014;Estância (Dionísio Torres) - Fortaleza (CE);2883
2304400015;Farias Brito - Fortaleza (CE);2826
2304400016;Fátima - Fortaleza (CE);4419
2304400017;Floresta - Fortaleza (CE);9792
2304400018;Jacarecanga - Fortaleza (CE);3836
2304400019;Jardim América - Fortaleza (CE);3101
2304400020;Jardim Guanabara - Fortaleza (CE);4276
2304400021;Jardim Iracema - Fortaleza (CE);6937
2304400022;Joaquim Távora - Fortaleza (CE);4617
2304400023;José Bonifácio - Fortaleza (CE);1716
2304400024;Meireles - Fortaleza (CE);6432
2304400025;Monte Castelo - Fortaleza (CE);3332
2304400026;Mucuripe - Fortaleza (CE);3003
2304400027;Papicu - Fortaleza (CE);4906
2304400028;Parque Araxá - Fortaleza (CE);1393
2304400029;Parquelândia - Fortaleza (CE);2832
2304400030;Parreão - Fortaleza (CE);2661
2304400031;Pirambú - Fortaleza (CE);5999
2304400032;Praia de Iracema - Fortaleza (CE);598
2304400033;Presidente Kennedy - Fortaleza (CE);6037
2304400034;Rodolfo Teófilo - Fortaleza (CE);4566
2304400035;São João do Tauapé - Fortaleza (CE);6772
2304400036;Varjota - Fortaleza (CE);1687
2304400037;Vicente Pinzon - Fortaleza (CE);14486
2304400038;Vila Ellery - Fortaleza (CE);2051
2304400039;Vila Velha - Fortaleza (CE);20094
2304400040;Antônio Bezerra - Fortaleza (CE);7302
2304400041;Autran Nunes - Fortaleza (CE);7675
2304400042;Conjunto Ceará I - Fortaleza (CE);4844
2304400043;Dom Lustosa - Fortaleza (CE);3944
2304400044;Genibau - Fortaleza (CE);14837
2304400045;Henrique Jorge - Fortaleza (CE);7670
2304400046;João XXIII - Fortaleza (CE);5540
2304400047;Padre Andrade (Cachoeirinha) - Fortaleza (CE);3647
2304400048;Quintino Cunha - Fortaleza (CE);15876
2304400049;José de Alencar - Fortaleza (CE);4867
2304400050;Ancuri - Fortaleza (CE);7063
2304400051;Barroso - Fortaleza (CE);10925
2304400052;Cajazeiras - Fortaleza (CE);4592
2304400053;Cambeba - Fortaleza (CE);1912
2304400054;Cidade dos Funcionários - Fortaleza (CE);4320
2304400055;Coaçu - Fortaleza (CE);2335
2304400056;Curió - Fortaleza (CE);2504
2304400057;Edson Queiroz - Fortaleza (CE);6200
2304400058;Engenheiro Luciano Cavalcante - Fortaleza (CE);4276
2304400059;Guajeru - Fortaleza (CE);2013
2304400060;Guarapes - Fortaleza (CE);1202
2304400061;Jangurussu - Fortaleza (CE);17711
2304400062;Jardim das Oliveiras - Fortaleza (CE);9624
2304400063;Lagoa Redonda - Fortaleza (CE);9602
2304400064;Lagoa Sapiranga (Coité) - Fortaleza (CE);10866
2304400065;Messejana (sede) - Fortaleza (CE);11375
2304400066;Parque Iracema - Fortaleza (CE);2192
2304400067;Parque Manibura - Fortaleza (CE);1830
2304400068;Paupina - Fortaleza (CE);4840
2304400069;Pedras - Fortaleza (CE);463
2304400070;Sabiaguaba - Fortaleza (CE);716
2304400071;Salinas - Fortaleza (CE);1262
2304400072;Bom Jardim - Fortaleza (CE);13403
2304400073;Bonsucesso - Fortaleza (CE);13024
2304400074;Canindezinho - Fortaleza (CE);15426
2304400075;Conjunto Ceará II - Fortaleza (CE);5816
2304400076;Conjunto Esperança - Fortaleza (CE);4861
2304400077;Dendê - Fortaleza (CE);1807
2304400078;Granja Lisboa - Fortaleza (CE);19124
2304400079;Granja Portugal - Fortaleza (CE);14522
2304400080;Jardim Cearense - Fortaleza (CE);2994
2304400081;Manoel Sátiro - Fortaleza (CE);11183
2304400082;Maraponga - Fortaleza (CE);2852
2304400083;Mondubim (Sede) - Fortaleza (CE);25633
2304400084;Parque Dois Irmãos - Fortaleza (CE);9032
2304400085;Parque Presidente Vargas - Fortaleza (CE);2788
2304400086;Parque São José - Fortaleza (CE);3234
2304400087;Parque Santa Rosa (Apolo XI) - Fortaleza (CE);4097
2304400088;Passaré - Fortaleza (CE);17659
2304400089;Prefeito José Walter - Fortaleza (CE);9307
2304400090;Siqueira - Fortaleza (CE);13071
2304400091;Aerolândia - Fortaleza (CE);3252
2304400092;Aeroporto (Base Aérea) - Fortaleza (CE);3146
2304400093;Alto da Balança - Fortaleza (CE);3550
2304400094;Bela Vista - Fortaleza (CE);4682
2304400095;Castelão - Fortaleza (CE);2109
2304400096;Couto Fernades - Fortaleza (CE);1573
2304400097;Demócrito Rocha - Fortaleza (CE);2933
2304400098;Dias Macedo - Fortaleza (CE);3715
2304400099;Itaóca - Fortaleza (CE);3343
2304400100;Itaperi - Fortaleza (CE);6099
2304400101;Jóquei Club (São Cristóvão) - Fortaleza (CE);5044
2304400102;Mata Galinha - Fortaleza (CE);1882
2304400103;Montese - Fortaleza (CE);6316
2304400104;Pan-Americano - Fortaleza (CE);2405
2304400105;Parangaba - Fortaleza (CE);8070
2304400106;Pici (Parque Universitário) - Fortaleza (CE);14471
2304400107;Serrinha - Fortaleza (CE);8985
2304400108;Vila Pery - Fortaleza (CE);5488
2304400109;Vila União - Fortaleza (CE);4038
2304400110;Cais do Porto - Fortaleza (CE);7592
2304400111;Cidade 2000 - Fortaleza (CE);1652
2304400112;Manuel Dias Branco - Fortaleza (CE);472
2304400113;Praia do Futuro I - Fortaleza (CE);2466
2304400114;Praia do Futuro II - Fortaleza (CE);4541
2304400115;De Lourdes - Fortaleza (CE);864
2304400116;Planalto Ayrton Senna - Fortaleza (CE);14668
2304400117;Gentilândia - Fortaleza (CE);671
2304400118;Conjunto Palmeiras - Fortaleza (CE);13360
2304400119;São Bento - Fortaleza (CE);4331
2304608001;São José - General Sampaio (CE);387
2304608002;Nossa Senhora das Graças - General Sampaio (CE);360
2304608003;Sagrado Coração de Jesus - General Sampaio (CE);301
2304608004;Nossa Senhora do Rosário - General Sampaio (CE);397
2304806001;Centro - Granjeiro (CE);88
2304806002;Joaquim Ferreira - Granjeiro (CE);236
2304806003;Salomé - Granjeiro (CE);50
2304806004;Miguel Saraiva - Granjeiro (CE);72
2304905001;Padre Mororó - Groaíras (CE);17
2304905002;Centro - Groaíras (CE);656
2304905003;Paulo Malaquias - Groaíras (CE);575
2304905004;José Cassiano - Groaíras (CE);179
2304905005;Capitão José Linhares - Groaíras (CE);415
2304905006;Chico Jerônimo - Groaíras (CE);313
2304954001;Centro - Guaiúba (CE);124
2304954002;Miguel de Sousa Martins - Guaiúba (CE);219
2304954003;Pinheiro - Guaiúba (CE);487
2304954004;Helder Eduardo Bezerra - Guaiúba (CE);45
2304954005;Dezessete de Março - Guaiúba (CE);518
2304954006;Francisco de Goes - Guaiúba (CE);1535
2304954007;São José - Guaiúba (CE);418
2304954008;Maria de Jesus - Guaiúba (CE);235
2304954009;Accioly - Guaiúba (CE);392
2305209001;Centro - Hidrolândia (CE);431
2305209002;Nova Hidrolândia - Hidrolândia (CE);431
2305209003;Professora Mirian Ferreira - Hidrolândia (CE);208
2305209004;Beira Rio - Hidrolândia (CE);324
2305209005;Progresso - Hidrolândia (CE);433
2305209006;Marinho - Hidrolândia (CE);495
2305209007;Mororó - Hidrolândia (CE);581
2305266001;Alto da Bela Vista - Ibaretama (CE);81
2305266002;Campo Velho - Ibaretama (CE);274
2305266003;Centro - Ibaretama (CE);267
2305266004;Nova Ibaretama - Ibaretama (CE);46
2305266005;Nossa Senhora Auxiliadora - Ibaretama (CE);42
2305266006;Raimunda Emilia - Ibaretama (CE);172
2305308001;Centro - Ibiapina (CE);417
2305308002;José Avelino Portela - Ibiapina (CE);552
2305308003;Francisco Custodio de Azevedo - Ibiapina (CE);672
2305308004;São João - Ibiapina (CE);968
2305308005;Raimundo Linhares - Ibiapina (CE);294
2305308006;Padre Pontes - Ibiapina (CE);177
2305308007;Vicente Aragão - Ibiapina (CE);195
2305506001;Alto do Jucá - Iguatu (CE);1394
2305506002;Areias I - Iguatu (CE);829
2305506003;Areias II - Iguatu (CE);1045
2305506004;Bastiana - Iguatu (CE);1692
2305506005;Bugi - Iguatu (CE);282
2305506006;Cajazeiras - Iguatu (CE);503
2305506007;Centro - Iguatu (CE);442
2305506008;Cerâmica - Iguatu (CE);167
2305506009;Cocobó - Iguatu (CE);987
2305506010;Cohab - Iguatu (CE);1156
2305506011;Chapadinha - Iguatu (CE);376
2305506012;Conjunto Industrial - Iguatu (CE);207
2305506013;Das Flores - Iguatu (CE);556
2305506014;Esplanada I - Iguatu (CE);531
2305506015;Esplanada II - Iguatu (CE);780
2305506016;Jardim Iguatu - Iguatu (CE);547
2305506017;João Paulo - Iguatu (CE);1312
2305506018;Planalto - Iguatu (CE);317
2305506019;Poço Comprido - Iguatu (CE);38
2305506020;Prado - Iguatu (CE);542
2305506021;São Sebastião - Iguatu (CE);189
2305506022;Sete de Setembro - Iguatu (CE);559
2305506023;Taboleiro - Iguatu (CE);581
2305506024;Veneza - Iguatu (CE);1050
2305506025;Vila Brasília - Iguatu (CE);595
2305506026;Vila Centenário - Iguatu (CE);722
2305506027;Vila Cidão - Iguatu (CE);141
2305506028;Vila Moura - Iguatu (CE);902
2305506029;Vila Neuma - Iguatu (CE);700
2305506030;Vila Santo Antônio - Iguatu (CE);949
2305506031;Paraná - Iguatu (CE);658
2305605001;Boa Esperança - Independência (CE);431
2305605002;Centro - Independência (CE);436
2305605003;Cohab I - Independência (CE);727
2305605004;Cohab II - Independência (CE);353
2305605005;Liberdade - Independência (CE);360
2305605006;Liberdade II - Independência (CE);114
2305605007;Pelo Sinal - Independência (CE);157
2305605008;Placa - Independência (CE);349
2305605009;São Vicente - Independência (CE);380
2305654001;Centro - Ipaporanga (CE);304
2305654002;Águas Belas - Ipaporanga (CE);182
2305654003;Alto do Bom Princípio - Ipaporanga (CE);80
2305654004;Central - Ipaporanga (CE);628
2305654005;São José - Ipaporanga (CE);107
2305803001;Aldeota - Ipu (CE);399
2305803002;Alto dos Quatorze - Ipu (CE);536
2305803003;Boa Vista - Ipu (CE);2226
2305803004;Berguedorf - Ipu (CE);176
2305803005;Cafute - Ipu (CE);274
2305803006;Canudos - Ipu (CE);534
2305803007;Centro - Ipu (CE);1102
2305803008;Escondido - Ipu (CE);273
2305803009;Macaco - Ipu (CE);158
2305803010;Mina - Ipu (CE);525
2305803011;Pedrinhas - Ipu (CE);384
2305803012;Pereiros - Ipu (CE);1003
2305803013;Reino de França - Ipu (CE);164
2306009001;Centro - Iracema (CE);597
2306009002;Beira Rio - Iracema (CE);220
2306009003;Pedra Bola - Iracema (CE);156
2306009004;Jatobá - Iracema (CE);517
2306009005;Da Paz - Iracema (CE);135
2306009006;Holandino - Iracema (CE);409
2306009007;São José - Iracema (CE);244
2306009008;Caixa D'Água - Iracema (CE);359
2306256001;Centro - Itaitinga (CE);640
2306256002;Genezaré - Itaitinga (CE);887
2306256003;Angorá - Itaitinga (CE);545
2306256004;Vila Machado - Itaitinga (CE);669
2306256005;Ponta da Serra - Itaitinga (CE);424
2306256006;Santo Antônio - Itaitinga (CE);304
2306256007;Antônio Miguel - Itaitinga (CE);1878
2306256008;Riachão - Itaitinga (CE);533
2306256009;Ancuri - Itaitinga (CE);2981
2306256010;Barrocão - Itaitinga (CE);381
2306256011;Caracanga - Itaitinga (CE);344
2306256012;Carapió - Itaitinga (CE);282
2306256013;Gereraú - Itaitinga (CE);371
2306256014;Jabuti - Itaitinga (CE);288
2306256015;Jibóia - Itaitinga (CE);417
2306256016;Laje dos Gatos - Itaitinga (CE);419
2306256017;Ocupação - Itaitinga (CE);726
2306256018;Pedras - Itaitinga (CE);252
2306256019;Vila Nova - Itaitinga (CE);193
